text;class
Ничего не объяснили, практически вымогали купить доп. услуги!! ;Магазин
В тц рио хотелось по большее вежливости и порядку.охрана всем косо смотрить;Магазин
Упаковка была очень пыльная и местами мятая!;Товар
Очень поздно привезли товар;Доставка
Мой заказ мне так и не привезли! Несколько дней мне не могли сказать где мой товар, а потом и вовсе молча вернули деньги за товар без объяснения почему не привезли заказ. ;Доставка
"только случайно проходившего продавца удалось попросить выдать заказ._x000D_
Жалоба уже зарегистрирована.";Магазин
дорого продали. с витрины по таким ценам больше брать не буду.;Товар
Простояла на выдаче заказа, в итоге наорали и сказали через кассу. ;Магазин
"Кассир была крайне не приветлива. Сначала заорала на весь зал ""у кого тут интернет заказ ?""потом даже не поздоровалась когда я призналась что это мой заказ.";Магазин
 пока проверял серийный номер, стоял будто я его мучаю, несколько раз спрашивал зачем я проверяю;Доставка
Ужасный сервис доставки;Доставка
охрана на тебя смотрит как на вора, стараясь уличить вас в чем то;Магазин
Перед отправкой проверять товар на качество;Товар
Бракованный утюг;Товар
Проверять заранее склад, и не предлагать вскрытую упаковку .;Товар
 Через 2 часа позвонили и стали уточнять мой адрес. Оказалось что я в Московской области, а они в Санкт Петербурге. ;Доставка
Совершать звонок за час до доставки. ;Доставка
Экспедитор сообщил, что работники МВидео предоставили неправильный адрес, и поэтому заказ будет возвращён на склад МВидео. ;Доставка
Сделал, заказ оплатил, когда позвонил курьер меня не было дома, попросил доставить позже, курьер сказал не сможет перенесите заказ, ок , позвонил вроде оформили перенос доставки, сказали со мной свяжутся , целый день я звонил и мне говорили : с вами свяжутся, в итоге на следующий день я смотрю заказ отменён, молодцы👍🏻;Доставка
Заранее о доставке не предупредили, обещали позвонить за час. ;Доставка
Планшет был не заряжен, поэтому в магазине сказали, что проверите его работу дома. ;Товар
Доставка ужасная. Обещали что привезут 29.12.20 с 10 до 16, потом сказали что доставят 30.12.20 до 12-00, а привезли реально в 30.12.20 в 18-30. Конечно предновогодняя суета, на это можно списать.;Доставка
При заказе онлайн в крупном городе ( Санкт - Петербург) есть более уточненное время доставки, удобное для клиента. В Великом Новгороде такая услуга отсутствует и написано, что доставка с 10 до 22 часов. Пришла смска, что за час позвонят... Сидела ждала звонка с 10 утра... Как только вышла из дома и поехала по делам - поступает звонок, мне приходится откладывать все дела, возвращаться и ждать курьера!! Неужели при составлении маршрутного листа нельзя было позвонить людям, которым вечером доставка была и сказать, что ориентировочные часы примерно вечером со столики то до столько то!!!???? Целый день промурыжили с ожиданием этого звонка!!!!! На мой вопрос курьеру почему так и нет конкретных часов, сказал что в Великом огороде вот так! Очень плохо....;Доставка
Не увидел при оформлении выбора по времени доставки, было выставлено с 10 до 22. Думал, значит позвонят и узнают желаемое время. Нет, просто доставщик за час позвонил до приезда. Так как был на работе, пришлось оперативно искать человека, кто мог бы забрать товар. Благо товар привезли в целости.;Доставка
Я оплатила заказ, мне прислали сообщение, что заказ готов и курьер привезет. А на следующий день позвонили и сказали, что этой кофемашины ВООБЩЕ нет и мой заказ анулируется!! ;Доставка
Вместо последний экземпляр писать в смс интернет-заказа экземпляр с витрины;Товар
Приехал брак. Составили акт;Товар
 Очередь на выдаче. Один кассир на 5 человек очереди;Магазин
По уведомлению от магазина заказ должны были доставить 02.01 с 9.00 до 22.00, также был обещан звонок за час до предполагаемого времени доставки. В течение дня пыталась связаться с курьером (надо было ненадолго выйти по делам), курьер сбрасывал звонки. В 21.00 позвонила в службу доставки, они также не смогли связаться с курьером. Около часа ночи 03.01 меня разбудил курьер и сообщил, что через 7 минут сможет привезти заказ. В результате приехал в 1.15. Я понимаю, что может случиться всякое. Но не понимаю, почему курьер не позвонил заранее и еще больше не понимаю, почему он сбрасывал звонки. С такой доставкой я столкнулась впервые.;Доставка
 Продавцы стоят о своём разговаривают и хихикают. Никому нет дела до клиентов. ;Магазин
Заказ привезло в 6.30 утра !!!!!;Доставка
Доставка должна была быть с 10 до 22 вечера.  привезли кое как в 12 часов ночи;Доставка
"Мне не доставили заказ! _x000D_А потом взяли Вы и сами отменили!_x000D_
";Доставка
Сотрудники просто игнорировали меня, при чем я стоял на кассе. ;Магазин
Брал товар НЕ витринные, а уже после оплаты пришла смс с тем, что это последний экземпляр.;Товар
Научитесь уважать время и планы своих клиентов.;Доставка
ребятки, я понимаю, конечно, что 32к - не самая крупная покупка, но предлагать при этом пакет за деньги... ну это жлобство... вот такие, казалось бы мелочи портят нормальное впечатление от покупки...;Товар
 Курьер вместо заявленного времени с 12 до 18 - звонит в 21-55 и говорит я приехал….;Доставка
Заказ  Информация о том, что товар - это витринный образец, появилась только после оформления заказа. Если бы эта информация появилась при оформлении заказа, я бы его не сделал. ;Товар
Поменять грубых, ленивых сотрудников. И охреневшего директора на петербургской 1;Магазин
 а вот 23 рубля за пакет - это грабеж;Товар
Качество доставки. В первый день они вообще не доехали. Ждала с 9:00 до 22:00;Доставка
На выдаче сотрудники вынесли пыльную коробку. Предварительно никто ничего не Протер, чтобы был вид новой покупки. Какое должно оставаться впечатление после получение абсолютно грязной коробки с новым товаром?! Чтобы вынести коробку, ее нужно прислонить к себе , так как она очень объемная , а значит испачкать свою одежду! Большой минус....;Товар
Для курьера не указали номер квартиры, пришлось ему плутать. ;Доставка
Что часть товара пришла, а часть может придёт, может не;Доставка
"в день заказа прислали смс-сообщение о том что: ""Сегодня заказ будет доставлен с 10:00 до 22:00. Ожидайте звонка оператора""  Позвонил водитель в 21:30, сказал, что через полтора часа подЪедет доставка, к 23:00!!!!!!!!!!!!!!!!!! Как так, к 23:00???????????";Доставка
Приехал курьер, без холодильника! В его маршрутном листе написано не отгружен!!!  ;Доставка
В целом звук нормальный, но раздражает что в тихий сценах есть провал по звуку.;Товар
Привезли вообще не то что заказывал...;Доставка
в сообщении указано, что курьер свяжется за час! При звонке курьер сказал что будет через 2 минуты! Срочно нужно было уехать в командировку. уехал за 10 минут до звонка курьера, если бы курьер набрал хотя бы минут за 30, доставка бы состоялась;Доставка
Прислали не тот заказ;Доставка
Заказали доставку. Доставку не дождались. Оказалось что товар витринный и надо его получать в магазине. Хотя при оформлении заказа это не указывалось.;Доставка
"Сотрудники службы сервиса и менеджер в Калейдоскопе демонстрируют полное равнодушие к проблемам клиента, общаются вежливыми словами, но очень неприветливо. Все валят на интернет-магазин и ""некомпетентных сотрудников горячей линии"". Передо мной никто даже не извинился. На все один ответ: ""мы тут ни при чем"" и ""это Ваше право"".";Магазин
долгая доставка,перенесли дату ;Доставка
Продавцы ужасные хамили и относились с отвращением , может быть они и устали перед Новым годом но так вести себя не приемлемо.;Магазин
Привезли, проверять отказались. Мотивировали это тем, что машинка с мороза и ждать пока нагреется времени нет. ;Доставка
при получении в магазине мне хотели выдать витринный распечатанный экземпляр без скидки. ;Товар
Мне привезли не тот чехол;Доставка
Курьеры проверить покупку не дали! заявили, что у них нет времени.;Доставка
надо проверять перед покупкой и тогда не будет лишних походов в магазин;Товар
 При оформлении заказа был указан точный адрес вплоть до квартиры, чтобы курьер смог доставить его. В итоге курьеру в Яндексе указали только номер дома. Мне пришлось договариваться с ним, чтобы он поднял его до квартиры. Ужасный сервис.;Доставка
 К тому же магазин с нами не согласован, привезли в другой город!;Доставка
сотрудники игнорировали, в итоге равнодушие испортило весь эффект покупки;Магазин
Оформил доставку домой , но пришлось ехать за покупкой в магазин. Проблемы с курьером как мне сказали.;Доставка
Продавец не выдал пакет,  пришлось нести коробку в руках и покупать пакет в продуктовом магазине.;Товар
 Я бы и другой аналогичный товар рассмотрела, но ассортимента нет практически... ;Товар
Хамство и наглость сотрудников на высшем уровне. ;Магазин
Пополните ассортимент, чтобы был не только витринный экземпляр. И сделайте возможность перемещенич товара между магазинами, а то как будто нет на рынке конкуренции .... И сам ноут мне, честно гороря не нравится. Был нужен срочно, поэтому пришлось купить хоть что-то....;Товар
Максимальная некомпетентность сотрудника сервисной зоны при работе с клиентом!!;Магазин
Заказ оформил 2.11,доставку ожидал 7.11,в день доставки заказа позвонили и сообщили что товара нет в наличии,когда оформлял и оплачивал заказ товар был в наличии,а в день доставки испарился,бардак;Доставка
Выдали не тот товар;Доставка
Хамство кассира! Напишу жалобу в Роспотребнадзор!;Магазин
Не устроила доставка  Прошу в ответном письме выслать условия доставки, и обязанности сотрудников осуществляющих доставку;Доставка
Хамское отношение кассирши;Магазин
Ждала месяц доставку товара,  дней 5 пытались получить доставку;Доставка
 Потом толстый продавец не мог найти ноутбук - витринный образец. Говорит на витрине нет, напряг людей на складе что бы искали. В итоге он был на витрине.     Бросил Ноутбук на стол заказов;Магазин
Был электронный талон, стояла 1 в очереди. Заставили непонятно зачем распечатать талон в терминале и в итоге оказалась в очереди последняя. Потратила время.;Магазин
нет консультантов;Магазин
Я оплатила доставку! Два дня обещали привести, но товар мне так и не привезли, пришлось ехать самой, что для меня очень не удобно!!! ;Доставка
Ожидание в очереди больше 30 минут, ты берёшь электронный талон, в итоге сотрудники работают по живой очереди. Бардак, товар ищут долго, отвратительно! Администратора не приглашают!;Магазин
В итоге, позвонили только на следующий день и, проверив статус заказа, сообщили, что одну из двух позиций товаров, которую я оплатил, уже не могут доставить по причине отсутствия ее на складе. Это как?! Имея на руках электронные копии чеков о покупке товаров, мне говорят, что ваш товар продан и предлагают переоформить возврат;Доставка
Непонятно, для чего нужен электронный талон, всё равно надо подходить на кассу, причём никто ничего не объяснил, сказали можно подходить на выдачу сразу: в итоге отстоял в очередях два раза.;Магазин
Технику необходимо проверять;Товар
Нажал электронный талон n27. Прождал 3 минуты реакции ноль. ;Магазин
Принесли последний утюг, не предупредили что с витрины;Товар
"Начитавшись отзывов, фейковых, купил и разочаровался. Полное г... Масштабирования до 4к нет. Всё замылено, цвета хрен настроишь, резкость не настраивается вообще, не меняется т.е.. Подключил xbox 1, в быстрых сценах всё смазывается, HDR не настраивается. На нем можно смотреть только 4к с you tube,с флешки не пробовал. Покупал online, можно сказать, кота в мешке. _x000D_
";Товар
Остальное действует удручающе, и сам магазин и ассортимент;Товар
Доставку переносили больше чем на 2 недели. ;Доставка
Ассортимент товара низкий, пустеют витрины.;Товар
 Когда я стал проверять на столе свой товар, подошёл другой покупатель с менеджером и они просто вытеснили меня со стола, распаковав там пылесос со всеми насадками, шлангом и прочей фигнёй. Если бы сотрудник убрал со стола непонятные коробки, которые там лежали, то места хватило бы всем. Но ему оказалось проще выжать клиента;Магазин
доставили не ту модель тв.;Доставка
Работа персонала магазина при выдачи плохая. ;Магазин
В заднем части стиральной машины вмятина;Товар
Просят взять электронный талон, а очередь живая, не по талонам (в магазине нет экранов даже, чтобы показать, когда твоя очередь). ;Магазин
Продлить срок хранения нельзя;Доставка
продавец вместо скидки пробил в чек (оплатил без моего ведома) подключение сервисов, которые мне не нужны, сказав, что это бесплатный подарок. Прошу разобраться с навязыванием услуг таким образом.;Магазин
Несоответствие товара, описанию в приложении М Видео;Товар
Заказала подарок дочери на Рождество. Дата доставкии была - вечер 5 января. В этот день прислали сообщение о переносе на 8 января... ;Доставка
Очень странно, что стационарный блендер с витрины без коробки, инструкции, гарантийного талона и с царапиной на корпусе продается без скидки. ;Товар
Используется введение в заблуждение потребителя - при выборе и оформлении заказа на сайте отсутствовала информация о продаже демонстрационного экземпляра, о чём появилось сообщение только после онлайн оплаты за товар.;Товар
Ужасное обслуживание и незнание законодательства РФ, отказываетесь от оплаченного заказа в односторонеем порядке, придется искать защиты своих прав в УФАС.;Доставка
Оператор не спросил ;Магазин
срок хранения не продлевают, можно только на +1 день продлить, пришлось за 2 дня истечения срока изменить получателя на друга. В общем очень не удобно и сложно, проще купить через озон или валбериз и не мучать свои нервы.;Доставка
некомпетентность продавцов,  т.к. продавцы не понимали, а один вообще сказал, что он сегодня первый день. Нежелание помочь в решении вопроса;Магазин
Заказ сразу не получили: был неправильно записан адрес (возможно наша вина, может на сайте какая-то ошибка, уже не важно: суть не в этом). Но, оказывается, очень не просто исправить адрес получения, волокита ужасная. ;Доставка
Холодильник привезли повреждённым (имеется вмятина и откол окрашенного покрытия на левой стороне боковой части холодильника).;Товар
Оплаченного товара не оказалось в наличии;Доставка
На сайте нет информации, что товар витринный и что такой товар не доставляют курьером.   Оформила доставку на дом, но через некоторое время пришло смс, что товар можно забрать в магазине☹️мне в этот магазин неудобно ехать - люди поэтому и оформляют доставку  ;Доставка
Сделать нормальную электронную очередь. Почему я должен стоять в живой очереди, если у меня есть электронный талон? Не приятно;Магазин
 упаковка нарушена;Товар
"Хоть проверяли бы-что вы отправляете перед доставкой! _x000D_
";Товар
как будто БУ...упаковка вскрыта и надорвана...;Товар
Оплатил и заказал на пражскую , в итоге через два дня сказали что не привезут !! И их нет в наличии !!! А товар на минуточку оплачен когда он был в наличии !!!!;Доставка
Отвратительная доставка! ;Доставка
Проверяйте комплектацию товара;Товар
Доставка Ужасная! экспедиторы зачем то сидели в машине и ждали когда Получатель выйдет на улицу.  Хотя адрес, подъезд, код от замка входной двери был предоставлен, а также этаж и номер квартиры. ;Доставка
Ничего не привезли .Не предупредили. Заказано все было ЗАРАНЕЕ. Никаких предложений по переносу доставки до сих пор никто не согласовал .Просто отвратительно;Доставка
Хамские сотрудники, ещё напишу на этот магазин Балашиха вертикаль, не организована работа отдела выдачи. Таких переучивать надо или увольнять. ;Магазин
Мошенничество! Оплаченный заказ оказался недоступен;Доставка
Доставили не тот товар который был заказан, а точнее его цвет (прислали черный, вместо серого).;Доставка
Неисправный товар;Товар
Зайдя в магазин, была удивлена, персонала практически нет. ;Магазин
На сайте указана бесплатная доставка на сумму от 4990, однако заплатили за доставку 490р.;Доставка
Курьеры не брали трубку, и сами за час не звонили.;Доставка
Продавцов много, а толку мало.;Магазин
Гигантская очередь, а работает всего одна касса, где и обслуживают клиентов из зала и тех, кто пришел за заказами. ;Магазин
Без сканирования повторно электронной очереди отказывались выдать товар. Электронный талон не принимали. ;Магазин
"Работает от акб, но самого блока зарядного устройства нет, только юсб кабель._x000D_
Пинцеты находятся очень глубоко, надо или отращивать волосы или сильно вдавливать эпилятор в кожу - пока не понятно (главное,чтобы не закусило кожу). _x000D_
С ""Браунами"" не идёт ни в какое сравнение, но там и цена другая._x000D_
Второй раз бы не купили, повелись на положительные отзывы 5*.";Товар
"Привезли в другой магазин без предупреждения и согласования, неудобное для меня местоположение для самовывоза. _x000D_
";Доставка
консультантов в отделе нет, пришлось искать и долго ждать;Магазин
Дали коробку с техникой со склада всю в чёрной пыли как нарочно ,просто от того что им наплевать!Я испачкал одежду пока ее нёс,ну можно было хотя бы отряхнуть пыль с коробки которая провалялась на складе 2года;Товар
Не новый, поврежденный товар.;Товар
Здравствуйте! Заказ был получен частично из-за того ,что пришел не тот товар.;Доставка
Был сделан заказ с экспресс-доставкой и полной оплатой 20.04.22 в 20.13. Пришло подтверждение на почту, что ждите курьера завтра. Утром 21 апреля пришло смс, что как курьер будет выезжать, мне наберет. В 11.30 позвонила девушка и сказала, что товар ждёт меня в магазине, а доставки у них нет.;Доставка
В мобильном приложении Мвидео нет ассортимента кофе. ;Товар
привезли бу устройство с царапинами и водой в баке!;Товар
Бесполезные электронные талоны только создают дополнительный затор. Почему нельзя сразу готовить товары, на которые уже оформлен покупателем электронный талон, который уже явно за ними идёт? ;Магазин
При приёме, не дали времени на визуальную проверку товара.;Доставка
Наличие в одном магазине не витринного образца за пределами МКАД;Товар
Сотрудник принёс товар и даже не открыл коробку и не показал, что на приборе нет дефектов и он работоспособен.;Товар
Большая очередь (работал один кассир);Магазин
Магазин должен предупреждать о том, что товар является выставочным образцом. ;Товар
 Курьер сказал, что у него база не подгружается какая то о статусе оплаты заказа. В итоге не доставили. И из мвидео сказали ожидать звонок о переносе доставки. В итоге мне просто отменяете заказ. ;Доставка
Наладить доставку;Доставка
Прождал целый день дома, и не дождался доставку. Лег спать. А в 22.41 звонил курьер, это я уже увидел утром пропущенный звонок.  Я являюсь постоянным клиентом вашего магазина, как можно так относиться к клиентам. Можно было позвонить заранее и сказать, что не получается доставить вовремя. В итоге потерянный день и отсутствие техники. Сплошное разочарование!;Доставка
Дома обнаружил некомплект, не хватает одной насадки.;Товар
Заказ не верный.;Доставка
 офисные службы, начиная с телефонной поддержки, устроили дикую путаницу на ровном месте.;Магазин
Нам даже не проверили покупку;Товар
упаковка товара была мятая, пластик упаковки поврежден, за счет чего был доступ непосредственно к продукту;Товар
Срок доставки был назначен на 22.01.22,недоставали и никто не позвонил! 23.01 так же не было звонка,лишь в личном кабинете написано что заказ отменён! Хотя я его не отменяла! Бардак полнейший;Доставка
Заказал онлайн. Товар пришел, не соответствующий описанию. Ни на сайте, не продавцы-консультанты не могли сказать некоторые тех. характеристики (версии HDMI и ДисплейПорта). Сдал обратно.;Товар
Жалко, что краска для принтера была только черная хотелось бы что бв ассортименте была и цветная;Товар
Товар в наличии не оказался в том количестве, которое было реально заказано ,большая потеря время на интернет покупку.;Доставка
Меня оператор в чате ввёл в заблуждение по поводу оплаты и спецпредложения к дню рождения. ;Магазин
Доставка испортила все впечатление от покупки;Доставка
доставка была не на уровне;Доставка
 Дома, раскрыв упаковку, выяснилось, Некомплект подставок! ;Товар
перенос первонального согласованного при оплате заказа на неделю;Доставка
"Кассир полнейшая хамка! _x000D_
На чеке написано «Продавец Ометова Арина Александровна»_x000D_
Как только она взяла талон с номером заказа, закатила глаза и кассиру рядом сидящему сказала «как меня достали за сегодня эти лопатки», ушла за заказом, уронила его на пол, принесла 3 товара из 4 заказанных, когда я ей сказала что там 4, она отвратительным тоном ответила «я вижу»!_x000D_
Очень вальяжной походкой пошла за оставшейся частью заказа. _x000D_
Я не могу понять с какой радости в такой крупной компании работает кассир с повадками рыночной торговки?!? Я возмущена! Требую наказать эту высокомерную мадам!!! Жду обратной связи с решением этой проблемы!!!";Магазин
Большая очередь на выдаче интернет-заказов. Работало всего 2 кассы из 5;Магазин
Передали заказ на доставку, пришло смс оповещение «ждите курьера сегодня ...», весь день прождали курьера- не приехал и не позвонил даже! На следующий день изменился статус заказа на отменён!!!! ;Доставка
 часть заказа отсутствует в наличии (звонок через неделю) объясните как так получается? Я делаю заказ, товар в наличии, оплачиваю сразу, и мне доставляют только часть.;Доставка
Вынесли пыльную коробку;Товар
Описание не соответствует товару. В характеристиках речь шла про один разъём, а их 2, пришлось вернуть;Товар
"Хамы и непрофессионалы. Таких продавцов нельзя допускать до общения с клиентами._x000D_
А старший продавец-ещё хуже. Нельзя так хамить людям._x000D_ На замечания не реагируют. Им наплевать._x000D_
Видео хамства и фото будут опубликованы на интернетресурсах";Магазин
 У Курьера изначально была ошибка в адресе, хотя в заказе верно указано, ошибка появилась где-то на вашей стороне._x000D_;Доставка
 Каждый оператор дает разную информацию и ответы.;Магазин
Так же на товаре есть некоторые дефекты.;Товар
В итоге заказ частично заменили. ;Доставка
 Кассир хамка. ;Магазин
Витринныц образец  Такая красота обошлась в полную стоимость. Позор.;Товар
пришлось доставку перебрасывать на 26.03.22 самому. ;Доставка
 И 1 кассир на 2 этажа магазина и очередь в 5 человек, те и интернет заказы она выдаёт это конечно не хороший сервис.;Магазин
В Смс написали, что товар последний. В магазине оказалось, что это витринный образец. Последний товар и витринный образец - не синонимы. Очень зря я согласилась на предоплату. ;Товар
Морозилку перед продажей похоже не проверяли;Товар
2 кассы пустые пока продавец вспомнил что он на работе а не заниматься своими делами;Магазин
Купил у вас сплит-систему Electrolux EACS-12HAR_A/N8_21Y. В приложении указано что он с инверторной технологией. Это и был мой главный запрос, чтобы он был инверторным. А при установке выясняется что это не так? Почему вы обманываете покупателей?;Товар
выдавать товар в надлежащем качестве, а не в пыльной коробке;Товар
Все упаковки вскрыты;Товар
Одна из кофемашин витринный товар,предупреждений не было;Товар
Один наушник совершенно не держит заряд. Видимо брак;Товар
Курьер доставил только до подъезда;Доставка
Ошиблась в выборе. Хотела купить прибор, который нагревается, а купила фен.;Товар
Добрый день! При получении товара была выдана другая зубная щетка, более дешевая. ;Доставка
помимо меня впереди был еще покупатель, пошел в зал искать сотрудников, обнаружил всех слоняющихся от безделья на стойке кредитования. Больше нет желания совершать заказы в вашем магазине.;Магазин
Нужны пункты выдачи заказов в спальных районах города, либо бесплатная доставка;Доставка
Доставка была значительно дольше, чем изначально сообщалось;Доставка
и позвонили не за час а по факту.;Доставка
операторы в колл центре некомпетентны ! ;Магазин
Чайник попался бракованный, не работал. За это 1 звезда;Товар
Одна сковородка бракованная;Товар
у меня еще вообще не было покупки!!!! тем более что этот заказ отменен;Доставка
В какой то момент подумал что это робкий консультант обернулся задать вопрос - а это был ОХРАННИК, который сходу после моего взгляда в его сторону сказал мне «ЧТО???». Был слегка ошарашен, спросил у него что «ЧТО??» на что в ответ услышал что то в стиле «что вы смотрите стоите трогаете идите спросите». Желание что то покупать отпало напрочь, купил много всего в мвидео из за ремонта в квартире, но за кронштейном и всем остальным поеду наверное в днс. Понимаю что человеческий фактор, но ассоциации неприятные теперь не с хамящим надзирателем а именно с торговой сетью, извините.;Магазин
 был интервал 13:00-17:00, заказ привезли в 20:00;Доставка
Коробка снизу вся промокла.Потерян товарный вид упаковки, ее по всей видимости ставили на снег. Купил кофемашину в подарок. Соответственно дарить в этой коробке совсем не презентабельно.;Товар
Здравствуйте!  Мною 16.02.2022 г. был оформлен заказ (1531696048) через интернет-магазин с доставкой на 18.03.2022 и способом оплаты «при получении».   Сегодня поступило сообщение на доставку ( скрин подтверждения прикладываю), но ближе к обеду по московскому времени в личном кабинете я увидела отменённый заказ, при этом без моего уведомления. Обращаю внимание что, заказ я не отменяла и ждала его чуть больше месяца.   Прошу вас активировать мой заказ с прежней суммой в размере 29 800 с учетом доставки и произвести доставку в ближайшее время.;Доставка
Хотя бы в пакетик положили…;Товар
После того как заберёшь заказ бегаешь с коробкой и ищешь кассу чтобы купить пакет;Товар
Частичная доставка товара, всё ещё жду вторую позицию ;Доставка
